9:
 num     #instances         #bytes  class name (module)
 343:           517          20680  com.google.common.cache.LocalCache$StrongEntry
 344:           287          20664  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.6)
 345:           424          20352  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 346:           141          20304  com.fasterxml.jackson.databind.deser.CreatorProperty
 347:           230          20240  io.netty.buffer.PoolThreadCache
 348:           315          20160  io.netty.buffer.PooledSlicedByteBuf
 349:           153          19584  org.glassfish.hk2.utilities.DescriptorImpl
 350:           601          19200  [Ljava.security.cert.Certificate; (java.base@21.0.6)
 351:           140          19040  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Property
 352:            59          18880  java.util.concurrent.ForkJoinPool$WorkQueue (java.base@21.0.6)
 353:           471          18840  java.math.BigInteger (java.base@21.0.6)
 354:           292          18688  com.google.inject.internal.ChildBindingAlreadySetError
 355:            97          18624  com.google.common.cache.LocalCache
 356:           582          18624  java.lang.Class$AnnotationData (java.base@21.0.6)
 357:           568          18176  io.netty.util.internal.LongAdderCounter
 358:           250          18000  jdk.internal.ref.Cleaner (java.base@21.0.6)
 359:           248          17856  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.6)
 360:           130          17680  com.fasterxml.jackson.databind.deser.impl.FieldProperty
 361:           245          17640  java.lang.Package$VersionInfo (java.base@21.0.6)
 362:           200          17600  java.lang.ClassValue$ClassValueMap (java.base@21.0.6)
 363:           550          17600  kotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererOptionsImpl$property$$inlined$vetoable$1
 364:           439          17560  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$Entry
 365:           730          17520  com.fasterxml.jackson.databind.introspect.AnnotationMap
 366:           656          15744  java.util.LinkedHashMap$LinkedValues (java.base@21.0.6)
 367:           174          15312  java.util.jar.JarFile (java.base@21.0.6)
 368:           638          15312  kotlin.reflect.jvm.internal.impl.name.Name
 369:           376          15040  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.6)
 370:           208          14976  ch.qos.logback.classic.Logger
 371:           264          14784  sun.security.util.KnownOIDs (java.base@21.0.6)
 372:           184          14720  com.google.inject.internal.ProviderInstanceBindingImpl
 373:           204          14688  java.util.zip.Inflater (java.base@21.0.6)
 374:           303          14544  java.util.concurrent.FutureTask (java.base@21.0.6)
 375:           359          14360  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 376:           178          14240  java.io.FileCleanable (java.base@21.0.6)
 377:           584          14016  com.google.common.cache.LocalCache$StrongValueReference
